chinese_name,code_name,overridenametextid,nameprefixid,overridepartnerskilltextid,ispal,tribe,bpclass,pictorial_id,zukanindexsuffix,size,rarity,element_1,element_2,genuscategory,organization,weapon,weaponequip,hp,melee_attack,remote_attack,defense,support,craftspeed,being_damage_multiplier,capture_probability,experience_multiplier,price,airresponse,aisightresponse,slow_walking_speed,walking_speed,running_speed,riding_sprint_speed,handling_speed,isboss,istowerboss,battlebgm,ignoreleanback,ignoreblowaway,maxfullstomach,fullstomachdecreaserate,foodamount,viewingdistance,viewingangle,hearingrate,noosetrap,nocturnal,biologicalgrade,predator,edible,endurance,male_probability,fecundity,breathing_fire,watering,planting,generate_electricity,manual,collection,logging,mining,oilextraction_not_shown_in_game,pharmaceutical,cool_down,carry,pasture,passive_skills
寐魔,BOSS_DreamDemon,PAL_NAME_DreamDemon,BOSS_NAME_DreamDemon,PARTNERSKILL_DreamDemon,True,EPalTribeID::DreamDemon,BOSS_DreamDemon,-1,,XL,1,Dark,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,75,60,100,100,40%,70%,10,1330,NotInterested,,70,140,300,550,220,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,True,9,False,True,100,50,1230,0,0,0,0,1,1,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
碎岩龟,BOSS_DrillGame,PAL_NAME_DrillGame,BOSS_NAME_DrillGame,PARTNERSKILL_DrillGame,True,EPalTribeID::DrillGame,BOSS_DrillGame,-1,,XL,5,Earth,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,80,80,95,120,100,100,20%,70%,10,2980,Boss,,75,120,300,420,190,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,True,True,100,50,850,0,0,0,0,0,0,0,3,0,0,0,0,0,"['Deffence_up1', <NA>, <NA>, <NA>]"
天擒鸟,BOSS_Eagle,PAL_NAME_Eagle,BOSS_NAME_Eagle,PARTNERSKILL_Eagle,True,EPalTribeID::Eagle,BOSS_Eagle,-1,,XL,2,Normal,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,75,120,85,60,100,100,20%,70%,10,2010,Boss,,100,200,600,700,400,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,False,9,True,True,100,50,1030,0,0,0,0,0,2,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
伏特喵,BOSS_ElecCat,PAL_NAME_ElecCat,BOSS_NAME_ElecCat,PARTNERSKILL_ElecCat,True,EPalTribeID::ElecCat,BOSS_ElecCat,-1,,S,1,Electricity,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,60,60,80,70,80,100,40%,77%,10,1030,NotInterested,,40,80,350,500,270,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1410,0,0,0,1,1,0,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_ElecLion,PAL_NAME_ElecLion,BOSS_NAME_ElecLion,PARTNERSKILL_ElecLion,True,EPalTribeID::ElecLion,BOSS_ElecLion,-1,,XL,0,Electricity,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,110,70,100,100,20%,70%,10,4200,Boss,,85,85,800,1000,442,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
暴电熊,BOSS_ElecPanda,PAL_NAME_ElecPanda,BOSS_NAME_ElecPanda,PARTNERSKILL_ElecPanda,True,EPalTribeID::ElecPanda,BOSS_ElecPanda,-1,,XL,8,Electricity,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,105,120,100,100,100,100,20%,70%,10,7720,Boss,,80,140,470,650,210,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,200,0,0,0,3,2,0,2,0,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
精灵龙,BOSS_FairyDragon,PAL_NAME_FairyDragon,BOSS_NAME_FairyDragon,PARTNERSKILL_FairyDragon,True,EPalTribeID::FairyDragon,BOSS_FairyDragon,-1,,XL,7,Dragon,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,80,80,90,100,100,20%,70%,10,5230,Boss,,83,83,630,900,456,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1,6,25,90,1,False,False,9,False,True,130,50,540,0,0,0,0,0,0,2,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
水灵龙,BOSS_FairyDragon_Water,PAL_NAME_FairyDragon_Water,BOSS_NAME_FairyDragon_Water,PARTNERSKILL_FairyDragon_Water,True,EPalTribeID::FairyDragon_Water,BOSS_FairyDragon_Water,-1,,XL,8,Dragon,Water,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,115,80,80,95,100,100,20%,70%,10,5320,Boss,,83,83,630,900,456,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1,6,25,90,1,False,False,9,False,True,130,50,530,0,3,0,0,0,0,2,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_FeatherOstrich,PAL_NAME_FeatherOstrich,BOSS_NAME_FeatherOstrich,PARTNERSKILL_FeatherOstrich,True,EPalTribeID::FeatherOstrich,BOSS_FeatherOstrich,-1,,XL,0,Earth,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,20%,70%,10,4610,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,300,1,4,25,90,1,False,False,9,False,True,100,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
云海鹿,BOSS_FengyunDeeper,PAL_NAME_FengyunDeeper,BOSS_NAME_FengyunDeeper,PARTNERSKILL_FengyunDeeper,True,EPalTribeID::FengyunDeeper,BOSS_FengyunDeeper,-1,,XL,3,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,110,110,110,90,100,100,20%,70%,10,2250,Boss,,85,100,750,1150,417,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1,6,25,90,1,False,False,9,False,True,100,50,980,0,0,0,0,0,0,2,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
火麒麟,BOSS_FireKirin,PAL_NAME_FireKirin,BOSS_NAME_FireKirin,PARTNERSKILL_FireKirin,True,EPalTribeID::FireKirin,BOSS_FireKirin,-1,,XL,6,Fire,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,110,95,90,100,100,20%,70%,10,6720,Boss,,100,150,850,1400,500,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,360,2,0,0,0,0,0,1,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
邪麒麟,BOSS_FireKirin_Dark,PAL_NAME_FireKirin_Dark,BOSS_NAME_FireKirin_Dark,PARTNERSKILL_FireKirin_Dark,True,EPalTribeID::FireKirin_Dark,BOSS_FireKirin_Dark,-1,,XL,7,Fire,Dark,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,110,95,90,100,100,20%,70%,10,7270,Boss,,100,150,850,1400,500,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,True,9,False,True,100,50,240,2,0,0,0,0,0,1,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
燎火鹿,BOSS_FlameBambi,PAL_NAME_FlameBambi,BOSS_NAME_FlameBambi,PARTNERSKILL_FlameBambi,True,EPalTribeID::FlameBambi,BOSS_FlameBambi,-1,,S,2,Fire,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,75,100,70,75,100,100,40%,77%,10,2950,NotInterested,,70,100,400,550,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,1155,1,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
炽焰牛,BOSS_FlameBuffalo,PAL_NAME_FlameBuffalo,BOSS_NAME_FlameBuffalo,PARTNERSKILL_FlameBuffalo,True,EPalTribeID::FlameBuffalo,BOSS_FlameBuffalo,-1,,XL,4,Fire,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,85,100,95,95,100,100,20%,70%,10,3520,Boss,,87,87,600,900,343,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,790,2,0,0,0,0,0,1,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
花冠龙,BOSS_FlowerDinosaur,PAL_NAME_FlowerDinosaur,BOSS_NAME_FlowerDinosaur,PARTNERSKILL_FlowerDinosaur,True,EPalTribeID::FlowerDinosaur,BOSS_FlowerDinosaur,-1,,XL,6,Leaf,Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,90,85,90,150,100,40%,70%,10,3240,NotInterested,,70,120,550,800,335,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1,6,25,90,1,False,False,9,False,True,100,50,820,0,0,2,0,0,0,2,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
雷冠龙,BOSS_FlowerDinosaur_Electric,PAL_NAME_FlowerDinosaur_Electric,BOSS_NAME_FlowerDinosaur_Electric,PARTNERSKILL_FlowerDinosaur_Electric,True,EPalTribeID::FlowerDinosaur_Electric,BOSS_FlowerDinosaur_Electric,-1,,XL,7,Electricity,Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,110,90,90,90,150,100,20%,70%,10,3380,NotInterested,,70,120,550,800,335,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1,6,25,90,1,False,False,9,False,True,100,50,810,0,0,0,2,0,0,2,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
花丽娜,BOSS_FlowerDoll,PAL_NAME_FlowerDoll,BOSS_NAME_FlowerDoll,PARTNERSKILL_FlowerDoll,True,EPalTribeID::FlowerDoll,BOSS_FlowerDoll,-1,,XL,8,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,95,100,100,100,20%,70%,10,3590,NotInterested,,100,150,550,700,350,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,780,0,0,3,0,2,2,0,0,0,2,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
波娜兔,BOSS_FlowerRabbit,PAL_NAME_FlowerRabbit,BOSS_NAME_FlowerRabbit,PARTNERSKILL_FlowerRabbit,True,EPalTribeID::FlowerRabbit,BOSS_FlowerRabbit,-1,,M,1,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,75,100,65,70,100,100,20%,70%,10,1220,NotInterested,,100,100,400,550,250,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,1280,0,0,1,0,1,1,0,0,0,1,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
鲁米儿,BOSS_FlyingManta,PAL_NAME_FlyingManta,BOSS_NAME_FlyingManta,PARTNERSKILL_FlyingManta,True,EPalTribeID::FlyingManta,BOSS_FlyingManta,-1,,XL,3,Water,,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,False,80,100,70,80,100,100,40%,77%,10,2860,NotInterested,,30,150,550,700,350,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,870,0,1,0,0,0,0,0,0,0,0,0,1,0,"[<NA>, <NA>, <NA>, <NA>]"
焰巫狐,BOSS_FoxMage,PAL_NAME_FoxMage,BOSS_NAME_FoxMage,PARTNERSKILL_FoxMage,True,EPalTribeID::FoxMage,BOSS_FoxMage,-1,,XL,6,Fire,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,50,110,80,120,100,20%,70%,10,1540,Boss,,70,145,440,620,292,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,1160,2,0,0,0,3,0,0,0,0,0,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
壶小象,BOSS_Ganesha,PAL_NAME_Ganesha,BOSS_NAME_Ganesha,PARTNERSKILL_Ganesha,True,EPalTribeID::Ganesha,BOSS_Ganesha,-1,,XL,1,Water,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,60,70,100,100,40%,91%,10,1000,NotInterested,,30,60,300,400,180,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1490,0,1,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
猎狼,BOSS_Garm,PAL_NAME_Garm,BOSS_NAME_Garm,PARTNERSKILL_Garm,True,EPalTribeID::Garm,BOSS_Garm,-1,,M,2,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,80,110,90,75,100,100,40%,70%,10,1920,Boss,,90,180,800,1050,460,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,True,True,70,50,1060,0,0,0,0,0,1,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
噬魂兽,BOSS_GhostBeast,PAL_NAME_GhostBeast,BOSS_NAME_GhostBeast,PARTNERSKILL_GhostBeast,True,EPalTribeID::GhostBeast,BOSS_GhostBeast,-1,,XL,6,Dark,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,75,50,105,80,100,100,20%,70%,10,1570,Boss,,100,160,600,900,365,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,True,9,True,True,100,50,1150,0,0,0,0,0,2,0,1,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_GoldenHorse,PAL_NAME_GoldenHorse,BOSS_NAME_GoldenHorse,PARTNERSKILL_GoldenHorse,True,EPalTribeID::GoldenHorse,BOSS_GoldenHorse,-1,,XL,0,Earth,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,20%,70%,10,7960,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,0,False,True,100,50,0,0,0,0,0,0,2,0,0,3,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
铁拳猿,BOSS_Gorilla,PAL_NAME_Gorilla,BOSS_NAME_Gorilla,PARTNERSKILL_Gorilla,True,EPalTribeID::Gorilla,BOSS_Gorilla,-1,,XL,5,Normal,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,110,95,90,100,100,20%,70%,10,2010,Boss,,66,100,550,720,250,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,True,True,100,50,1040,0,0,0,0,1,0,2,0,0,0,0,3,0,"['PAL_rude', <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_GrassDragon,PAL_NAME_GrassDragon,BOSS_NAME_GrassDragon,PARTNERSKILL_GrassDragon,True,EPalTribeID::GrassDragon,GrassDragon,-1,,XL,0,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,130,80,120,90,80,100,20%,70%,10,6510,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
森猛犸,BOSS_GrassMammoth,PAL_NAME_GrassMammoth,BOSS_NAME_GrassMammoth,PARTNERSKILL_GrassMammoth,True,EPalTribeID::GrassMammoth,BOSS_GrassMammoth,-1,,XL,8,Leaf,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,150,100,85,90,30,100,20%,70%,10,9450,NotInterested,,100,135,430,700,282,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1,8,25,90,1,False,False,9,False,True,100,50,300,0,0,2,0,0,0,2,2,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
雪猛犸,BOSS_GrassMammoth_Ice,PAL_NAME_GrassMammoth_Ice,BOSS_NAME_GrassMammoth_Ice,PARTNERSKILL_GrassMammoth_Ice,True,EPalTribeID::GrassMammoth_Ice,BOSS_GrassMammoth_Ice,-1,,XL,9,Ice,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,150,100,90,90,30,100,20%,70%,10,9710,NotInterested,,100,135,430,700,282,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1,8,25,90,1,False,False,9,False,True,100,50,290,0,0,0,0,0,0,2,2,0,0,2,0,0,"[<NA>, <NA>, <NA>, <NA>]"
叶胖达,BOSS_GrassPanda,PAL_NAME_GrassPanda,BOSS_NAME_GrassPanda,PARTNERSKILL_GrassPanda,True,EPalTribeID::GrassPanda,BOSS_GrassPanda,-1,,XL,6,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,90,90,100,100,20%,70%,10,6200,Boss,,50,100,500,800,275,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,430,0,0,2,0,2,0,2,0,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
雷胖达,BOSS_GrassPanda_Electric,PAL_NAME_GrassPanda_Electric,BOSS_NAME_GrassPanda_Electric,PARTNERSKILL_GrassPanda_Electric,True,EPalTribeID::GrassPanda_Electric,BOSS_GrassPanda_Electric,-1,,XL,7,Electricity,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,100,100,100,100,20%,70%,10,6610,Boss,,50,100,500,800,275,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,390,0,0,0,2,2,0,2,0,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
踏春兔,BOSS_GrassRabbitMan,PAL_NAME_GrassRabbitMan,BOSS_NAME_GrassRabbitMan,PARTNERSKILL_GrassRabbitMan,True,EPalTribeID::GrassRabbitMan,BOSS_GrassRabbitMan,-1,,XL,8,Leaf,,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,115,90,100,100,20%,70%,10,2200,Boss,,50,195,500,700,275,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,990,0,0,2,0,3,3,2,0,0,0,0,2,0,"[<NA>, <NA>, <NA>, <NA>]"
does not appear in the game,BOSS_GuardianDog,PAL_NAME_GuardianDog,BOSS_NAME_GuardianDog,PARTNERSKILL_GuardianDog,True,EPalTribeID::GuardianDog,GuardianDog,-1,,XL,0,Normal,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,80,80,90,110,100,20%,70%,10,1510,Boss,,-1,-1,-1,-1,-1,True,False,EPalBattleBGMType::FieldBoss,False,False,350,1,5,25,90,1,False,False,9,False,True,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
雷冥鸟,BOSS_HadesBird,PAL_NAME_HadesBird,BOSS_NAME_HadesBird,PARTNERSKILL_HadesBird,True,EPalTribeID::HadesBird,BOSS_HadesBird,-1,,XL,7,Dark,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,125,100,100,100,20%,70%,10,7840,Boss,,100,100,700,1200,450,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1,8,25,90,1,False,True,9,True,True,170,50,190,0,0,0,0,0,0,0,0,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
疾风隼,BOSS_HawkBird,PAL_NAME_HawkBird,BOSS_NAME_HawkBird,PARTNERSKILL_HawkBird,True,EPalTribeID::HawkBird,BOSS_HawkBird,-1,,S,3,Normal,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,95,80,100,100,40%,70%,10,6300,Boss,,150,150,600,850,450,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,True,True,100,50,420,0,0,0,0,0,2,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
電棘鼠,BOSS_Hedgehog,PAL_NAME_Hedgehog,BOSS_NAME_Hedgehog,PARTNERSKILL_Hedgehog,True,EPalTribeID::Hedgehog,BOSS_Hedgehog,-1,,S,1,Electricity,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,75,70,100,100,40%,84%,10,1060,NotInterested,,30,60,400,550,215,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1370,0,0,0,1,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
冰刺鼠,BOSS_Hedgehog_Ice,PAL_NAME_Hedgehog_Ice,BOSS_NAME_Hedgehog_Ice,PARTNERSKILL_Hedgehog_Ice,True,EPalTribeID::Hedgehog_Ice,BOSS_Hedgehog_Ice,-1,,XL,2,Ice,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,70,70,75,80,100,100,20%,70%,10,1070,NotInterested,,30,60,400,550,215,True,False,EPalBattleBGMType::FieldBoss,False,False,150,1,2,25,90,1,False,False,9,False,True,100,50,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,"[<NA>, <NA>, <NA>, <NA>]"
铠格力斯,BOSS_HerculesBeetle,PAL_NAME_HerculesBeetle,BOSS_NAME_HerculesBeetle,PARTNERSKILL_HerculesBeetle,True,EPalTribeID::HerculesBeetle,BOSS_HerculesBeetle,-1,,XL,8,Earth,Leaf,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,False,120,100,100,120,100,100,20%,70%,10,6830,Boss,,55,110,500,600,110,True,False,EPalBattleBGMType::FieldBoss,False,False,400,1,6,25,90,1,False,False,9,False,True,100,85,340,0,0,1,0,1,0,3,0,0,0,0,3,0,"['Deffence_up1', <NA>, <NA>, <NA>]"
荷鲁斯,BOSS_Horus,PAL_NAME_Horus,BOSS_NAME_Horus,PARTNERSKILL_Horus,True,EPalTribeID::Horus,BOSS_Horus,-1,,XL,9,Fire,,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,False,100,100,105,110,90,100,20%,70%,10,6720,Boss,,150,200,1000,1500,500,True,False,EPalBattleBGMType::FieldBoss,False,False,525,1,8,25,90,1,False,False,9,False,True,230,50,370,3,0,0,0,0,0,0,0,0,0,0,3,0,"[<NA>, <NA>, <NA>, <NA>]"
严冬鹿,BOSS_IceDeer,PAL_NAME_IceDeer,BOSS_NAME_IceDeer,PARTNERSKILL_IceDeer,True,EPalTribeID::IceDeer,BOSS_IceDeer,-1,,XL,4,Ice,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,100,80,85,110,100,100,20%,70%,10,2800,Boss,,35,70,550,800,310,True,False,EPalBattleBGMType::FieldBoss,False,False,475,1,7,25,90,1,False,False,9,False,True,100,50,880,0,0,0,0,0,0,2,0,0,0,2,0,0,"[<NA>, <NA>, <NA>, <NA>]"
blowing snow fox,BOSS_IceFox,PAL_NAME_IceFox,BOSS_NAME_IceFox,PARTNERSKILL_IceFox,True,EPalTribeID::IceFox,BOSS_IceFox,-1,,XL,5,Ice,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,90,100,95,105,100,100,20%,70%,10,3730,NotInterested,,65,130,600,750,315,True,False,EPalBattleBGMType::FieldBoss,False,False,225,1,3,25,90,1,False,False,9,False,True,100,50,760,0,0,0,0,0,0,0,0,0,0,2,0,0,"[<NA>, <NA>, <NA>, <NA>]"
Winter Caller,BOSS_IceHorse,PAL_NAME_IceHorse,BOSS_NAME_IceHorse,PARTNERSKILL_IceHorse,True,EPalTribeID::IceHorse,BOSS_IceHorse,-1,,XL,20,Ice,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,420,100,140,120,70,100,10%,70%,10,8440,Boss,,120,120,1000,1600,440,True,False,EPalBattleBGMType::Legend,False,False,475,1,7,25,90,1,False,False,9,False,True,300,50,120,0,0,0,0,0,0,0,0,0,0,4,0,0,"['Legend', 'ElementBoost_Ice_2_PAL', <NA>, <NA>]"
Night Caller,BOSS_IceHorse_Dark,PAL_NAME_IceHorse_Dark,BOSS_NAME_IceHorse_Dark,PARTNERSKILL_IceHorse_Dark,True,EPalTribeID::IceHorse_Dark,BOSS_IceHorse_Dark,-1,,XL,20,Dark,,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,False,420,100,140,135,70,100,10%,70%,10,8560,Boss,,120,120,1000,1600,440,True,False,EPalBattleBGMType::Legend,False,False,475,1,7,25,90,1,False,True,9,False,True,300,50,100,0,0,0,0,0,4,0,0,0,0,0,0,0,"['Legend', <NA>, <NA>, <NA>]"
Vortex Dragon,BOSS_JetDragon,PAL_NAME_JetDragon,BOSS_NAME_JetDragon,PARTNERSKILL_JetDragon,True,EPalTribeID::JetDragon,BOSS_JetDragon,-1,,XL,20,Dragon,,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,330,100,140,110,100,100,10%,70%,10,8680,Boss,,600,800,1700,3300,1250,True,False,EPalBattleBGMType::Legend,False,False,600,1,9,25,90,1,False,False,9,False,True,100,50,90,0,0,0,0,0,3,0,0,3,0,0,0,0,"['Legend', 'ElementBoost_Dragon_2_PAL', <NA>, <NA>]"
Shui Linger,BOSS_Kelpie,PAL_NAME_Kelpie,BOSS_NAME_Kelpie,PARTNERSKILL_Kelpie,True,EPalTribeID::Kelpie,BOSS_Kelpie,-1,,L,1,Water,,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,70,100,100,20%,70%,10,1260,NotInterested,,50,100,700,900,400,True,False,EPalBattleBGMType::FieldBoss,False,False,100,1,1,25,90,1,False,False,9,False,True,100,50,1260,0,1,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
Huo Linger,BOSS_Kelpie_Fire,PAL_NAME_Kelpie_Fire,BOSS_NAME_Kelpie_Fire,PARTNERSKILL_Kelpie_Fire,True,EPalTribeID::Kelpie_Fire,BOSS_Kelpie_Fire,-1,,L,2,Fire,,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,False,70,100,70,70,100,100,20%,70%,10,1240,NotInterested,,50,100,700,900,400,True,False,EPalBattleBGMType::FieldBoss,False,False,100,1,1,25,90,1,False,False,9,False,True,100,50,1270,1,0,0,0,0,0,0,0,0,0,0,0,0,"[<NA>, <NA>, <NA>, <NA>]"
